"","copy_col","reviewer","title","flat_title","first_release_year","all_release_year","platform","flat_platform","uv_index","uv_title","uv_raw_title","uv_first_release_year","uv_publisher","uv_developer","uv_platform","gb_index","gb_title","gb_raw_title","gb_first_release_year","gb_platform","is_duplicate","is_sampled","target_platform"
"2303","My Singing Monsters----2012----IPHN","Kate","My Singing Monsters","my singing monsters",2012,"2012","ANDR----IPAD----IPHN----PC----PSNV","andr----ipad----iphn----pc----psnv",NA,NA,NA,NA,NA,NA,NA,26200,"My Singing Monsters","My Singing Monsters",2012,"ANDR----IPAD----IPHN----PC----PSNV",FALSE,TRUE,"IPHN"
"2304","The Political Machine 2012----2012----Windows","Sam","The Political Machine 2012","the political machine 2012",2012,"2012","PC----Windows","pc----windows",63126,"The Political Machine 2012","The Political Machine 2012",2012,"Stardock Entertainment","Stardock Entertainment","Windows",40722,"The Political Machine 2012","The Political Machine 2012",2012,"PC",FALSE,TRUE,"Windows"
"2305","Cube MetalHeart----2012----Linux/Unix","Brian","Cube MetalHeart","cube metalheart",2012,"2012","Linux/Unix","linux/unix",14814,"Cube MetalHeart","Cube MetalHeart",2012,"Freak Mind Games","Freak Mind Games","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2306","Medusa----2012----Linux/Unix","Kameron","Medusa","medusa",2012,"2012","Linux/Unix","linux/unix",38143,"Medusa","Medusa",2012,"author","author","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2307","Wimp: Who Stole My Panties----2012----iOS","Kate","Wimp: Who Stole My Panties","wimp: who stole my panties",2012,"2012","iOS","ios",69106,"Wimp: Who Stole My Panties","Wimp: Who Stole My Panties",2012,"Flexile Studio",NA,"iOS",NA,NA,NA,NA,NA,FALSE,TRUE,"iOS"
"2308","Elminage Gothic: Ritual of Darkness and Ulm Zakir----2012----PSP","Sam","Elminage Gothic: Ritual of Darkness and Ulm Zakir","elminage gothic: ritual of darkness and ulm zakir",2012,"2012","PSP","psp",20204,"Elminage Gothic: Ritual of Darkness and Ulm Zakir","Elminage Gothic - Ritual of Darkness and Ulm Zakir (<U+30A8><U+30EB><U+30DF><U+30CA><U+30FC><U+30B8><U+30E5> <U+30B4><U+30B7><U+30C3><U+30AF> ~<U+30A6><U+30EB><U+30E0>·<U+30B6><U+30AD><U+30FC><U+30EB><U+3068><U+95C7><U+306E><U+5100><U+5F0F>~)",2012,"Starfish SD","Starfish SD","PSP",NA,NA,NA,NA,NA,FALSE,TRUE,"PSP"
"2309","Little Strategy----2012----XBGS","Brian","Little Strategy","little strategy",2012,"2012","XBGS","xbgs",NA,NA,NA,NA,NA,NA,NA,22594,"Little Strategy","Little Strategy",2012,"XBGS",FALSE,TRUE,"XBGS"
"2310","Project X Zone----2012----3DS","Kameron","Project X Zone","project 10 zone",2012,"2012","3DS----3DSE","3ds----3dse",NA,NA,NA,NA,NA,NA,NA,30493,"Project X Zone","Project X Zone",2012,"3DS----3DSE",FALSE,TRUE,"3DS"
"2311","Plants War----2012----IPHN","Kate","Plants War","plants war",2012,"2012","ANDR----IPAD----IPHN","andr----ipad----iphn",NA,NA,NA,NA,NA,NA,NA,29580,"Plants War","Plants War",2012,"ANDR----IPAD----IPHN",FALSE,TRUE,"IPHN"
"2312","DieCrypter: Tactical Stealth Action----2012----Linux/Unix","Sam","DieCrypter: Tactical Stealth Action","diecrypter: tactical stealth action",2012,"2012","Linux/Unix","linux/unix",17236,"DieCrypter: Tactical Stealth Action","DieCrypter - Tactical Stealth Action(Die Crypter - Tactical Stealth Action)",2012,"Vitali Kirpu","Vitali Kirpu","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2313","Flip's Escape----2012----IPHN","Brian","Flip's Escape","flip's escape",2012,"2012","IPAD----IPHN","ipad----iphn",NA,NA,NA,NA,NA,NA,NA,14821,"Flip's Escape","Flip's Escape",2012,"IPAD----IPHN",FALSE,TRUE,"IPHN"
"2314","The Fool and his Money----2012----MAC","Kameron","The Fool and his Money","the fool and his money",2012,"2012","MAC----PC","mac----pc",NA,NA,NA,NA,NA,NA,NA,40009,"The Fool and his Money","The Fool and his Money----The Fool and His Money",2012,"MAC----PC",FALSE,TRUE,"MAC"
"2315","Bleed----2012----XBGS","Kate","Bleed","bleed",2012,"2012----2013----2015","Linux/Unix----Mac----PC----Windows----X360----XBGS","linux/unix----mac----pc----windows----x360----xbgs",8392,"Bleed","Bleed",2012,"Boot Disk Revolution","Boot Disk Revolution","Linux/Unix----Mac----Windows----X360",5320,"Bleed","Bleed",2012,"PC----XBGS",FALSE,TRUE,"XBGS"
"2316","Funky Barn----2012----WIIU","Sam","Funky Barn","funky barn",2012,"2012","3DS----Wii U----WIIU","3ds----wii u----wiiu",24010,"Funky Barn","Funky Barn",2012,"505 Games----Ubisoft",NA,"3DS----Wii U",15487,"Funky Barn","Funky Barn",2012,"WIIU",FALSE,TRUE,"WIIU"
"2317","Genso Suikoden Tsumugareshi Hyakunen no Toki----2012----PSP","Brian","Genso Suikoden Tsumugareshi Hyakunen no Toki","genso suikoden tsumugareshi hyakunen no toki",2012,"2012","PSP","psp",25098,"Genso Suikoden Tsumugareshi Hyakunen no Toki","Genso Suikoden Tsumugareshi Hyakunen no Toki(<U+5E7B><U+60F3><U+6C34><U+6EF8><U+4F1D> <U+7D21><U+304C><U+308C><U+3057><U+767E><U+5E74><U+306E><U+6642>;Gensou Suikoden: The Woven Web of A Century)",2012,"Konami","Konami","PSP",NA,NA,NA,NA,NA,FALSE,TRUE,"PSP"
"2318","MilitAnt----2012----Windows","Kameron","MilitAnt","militant",2012,"2012","Windows","windows",39133,"MilitAnt","MilitAnt",2012,"Xibalba Studios","Xibalba Studios","Windows",NA,NA,NA,NA,NA,FALSE,TRUE,"Windows"
"2319","Cadwallon: City of Thieves----2012----iOS","Kate","Cadwallon: City of Thieves","cadwallon: city of thieves",2012,"2012","iOS","ios",10530,"Cadwallon: City of Thieves","Cadwallon: City of Thieves",2012,"Cyanide","Elven Studio----Phuong Hoang Enix","iOS",NA,NA,NA,NA,NA,FALSE,TRUE,"iOS"
"2320","Your Swimsuit Jumped Over Its Own Weathercock, You Liar!----2013----Linux/Unix","Sam","Your Swimsuit Jumped Over Its Own Weathercock, You Liar!","your swimsuit jumped over its own weathercock, you liar!",2013,"2013","Linux/Unix","linux/unix",70693,"Your Swimsuit Jumped Over Its Own Weathercock, You Liar!","Your Swimsuit Jumped Over Its Own Weathercock, You Liar!",2013,"author","author","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2321","Orange Couch----2013----Linux/Unix","Brian","Orange Couch","orange couch",2013,"2013","Linux/Unix","linux/unix",43945,"Orange Couch","Orange Couch",2013,"AKreiko","AKreiko","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2322","Motor Rock----2013----Windows","Kameron","Motor Rock","motor rock",2013,"2013","PC----Windows","pc----windows",40557,"Motor Rock","Motor Rock (Rock'n'Roll Racing 3D;RRR3D)",2013,"Yard Team","Yard Team","Windows",25797,"Motor Rock","Motor Rock",2013,"PC",FALSE,TRUE,"Windows"
"2323","Super Skull Smash GO!----2013----PSNV","Kate","Super Skull Smash GO!","super skull smash go!",2013,"2013","Linux/Unix----PSNV","linux/unix----psnv",59278,"Super Skull Smash GO!","Super Skull Smash GO!",2013,"TACS","TACS","Linux/Unix",38123,"Super Skull Smash GO!","Super Skull Smash GO!",2013,"PSNV",FALSE,TRUE,"PSNV"
"2324","Zombie Zombie Zombie----2013----IPAD","Sam","Zombie Zombie Zombie","zombie zombie zombie",2013,"2013","IPAD","ipad",NA,NA,NA,NA,NA,NA,NA,46260,"Zombie Zombie Zombie","Zombie Zombie Zombie",2013,"IPAD",FALSE,TRUE,"IPAD"
"2325","New Union----2013----Windows","Brian","New Union","new union",2013,"2013","Windows","windows",42317,"New Union","New Union (<U+041D><U+043E><U+0432><U+044B><U+0439> <U+0421><U+043E><U+044E><U+0437>;Novy Soyuz;Novyj Soyuz;Noviy Soyuz)",2013,"1C Company","Best Way","Windows",NA,NA,NA,NA,NA,FALSE,TRUE,"Windows"
"2326","Eleusis----2013----PC","Kameron","Eleusis","eleusis",2013,"2013","PC----Windows","pc----windows",20136,"Eleusis","Eleusis",2013,"Nocturnal Works","Nocturnal Works","Windows",12869,"Eleusis","Eleusis",2013,"PC",FALSE,TRUE,"PC"
"2327","ShaqDown----2013----IPHN","Kate","ShaqDown","shaqdown",2013,"2013","ANDR----Android----iOS----IPAD----IPHN","andr----android----ios----ipad----iphn",53493,"ShaqDown","ShaqDown",2013,"Hiptic Games","Hiptic Games","Android----iOS",34275,"ShaqDown","ShaqDown",2013,"ANDR----IPAD----IPHN",FALSE,TRUE,"IPHN"
"2328","Guncraft----2013----PC","Sam","Guncraft","guncraft",2013,"2013","PC","pc",NA,NA,NA,NA,NA,NA,NA,17306,"Guncraft","Guncraft",2013,"PC",FALSE,TRUE,"PC"
"2329","God Mode----2013----XBGS","Brian","God Mode","god mode",2013,"2013","PC----PS3----PS3N----Windows----X360----XBGS","pc----ps3----ps3n----windows----x360----xbgs",25732,"God Mode","God Mode (GodMode)",2013,"Atlus","Old School Games","PS3----Windows----X360",16564,"God Mode","God Mode",2013,"PC----PS3N----XBGS",FALSE,TRUE,"XBGS"
"2330","MechWarrior Online----2013----PC","Kameron","MechWarrior Online","mechwarrior online",2013,"2013","PC----Windows","pc----windows",38061,"MechWarrior Online","MechWarrior Online (MWO)",2013,"Infinite Game Publishing----Piranha Games","Piranha Games","Windows",24190,"MechWarrior Online","MechWarrior Online",2013,"PC",FALSE,TRUE,"PC"
"2331","Isaac the Adventurer: The Curse of Moorden----2013----Linux/Unix","Kate","Isaac the Adventurer: The Curse of Moorden","isaac the adventurer: the curse of moorden",2013,"2013","Linux/Unix","linux/unix",30581,"Isaac the Adventurer: The Curse of Moorden","Isaac the Adventurer: The Curse of Moorden",2013,"Artisiti","Studio Vrtinec","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2332","Mario and Sonic at the Sochi 2014 Winter Olympic Games----2013----3DS","Sam","Mario and Sonic at the Sochi 2014 Winter Olympic Games","mario and sonic at the sochi 2014 winter olympic games",2013,"2013","3DS----WIIU","3ds----wiiu",NA,NA,NA,NA,NA,NA,NA,23739,"Mario and Sonic at the Sochi 2014 Winter Olympic Games","Mario & Sonic at the Sochi 2014 Winter Olympic Games",2013,"3DS----WIIU",FALSE,TRUE,"3DS"
"2333","Zombie Sam----2013----iOS","Brian","Zombie Sam","zombie sam",2013,"2013","Android----iOS","android----ios",71301,"Zombie Sam","Zombie Sam",2013,"Eye Interactive","Eye Interactive","Android----iOS",NA,NA,NA,NA,NA,FALSE,TRUE,"iOS"
"2334","Haunted Escape: Wrath of Victoria----2013----ANDR","Kameron","Haunted Escape: Wrath of Victoria","haunted escape: wrath of victoria",2013,"2013","ANDR----IPAD----IPHN","andr----ipad----iphn",NA,NA,NA,NA,NA,NA,NA,17855,"Haunted Escape: Wrath of Victoria","Haunted Escape: Wrath of Victoria",2013,"ANDR----IPAD----IPHN",FALSE,TRUE,"ANDR"
"2335","The Elder Scrolls Anthology----2013----PC","Kate","The Elder Scrolls Anthology","the elder scrolls anthology",2013,"2013","PC","pc",NA,NA,NA,NA,NA,NA,NA,39893,"The Elder Scrolls Anthology","The Elder Scrolls Anthology",2013,"PC",FALSE,TRUE,"PC"
"2336","jBot----2013----Linux/Unix","Sam","jBot","jbot",2013,"2013","Linux/Unix","linux/unix",31094,"jBot","jBot",2013,"author","author","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2337","Lords of Xulima----2013----PC","Brian","Lords of Xulima","lords of xulima",2013,"2013----2014","LIN----Linux/Unix----MAC----PC","lin----linux/unix----mac----pc",35690,"Lords of Xulima","Lords of Xulima",2013,"Numantian Games","Numantian Games","Linux/Unix",22794,"Lords of Xulima","Lords of Xulima",2014,"LIN----MAC----PC",FALSE,TRUE,"PC"
"2338","Dota 2----2013----Mac","Kameron","Dota 2","dota 2",2013,"2013","LIN----Linux/Unix----Mac----MAC----PC----Windows","lin----linux/unix----mac----pc----windows",18266,"Dota 2","Dota 2 (Dota 2 Reborn)",2013,"Valve","Valve","Linux/Unix----Mac----Windows",11604,"Dota 2","Dota 2",2013,"LIN----MAC----PC",FALSE,TRUE,"Mac"
"2339","Gunpowder----2013----Mac","Kate","Gunpowder","gunpowder",2013,"2013----2015","iOS----Linux/Unix----Mac----PC----Windows","ios----linux/unix----mac----pc----windows",26969,"Gunpowder","Gunpowder",2015,"Rogue Rocket Games","Rogue Rocket Games","iOS----Linux/Unix----Mac----Windows",17368,"Gunpowder","Gunpowder",2013,"PC",FALSE,TRUE,"Mac"
"2340","Tactile----2013----Linux/Unix","Sam","Tactile","tactile",2013,"2013","Linux/Unix","linux/unix",60016,"Tactile","Tactile",2013,"Om3ga","Om3ga","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2341","Camp Keepalive----2013----Linux/Unix","Brian","Camp Keepalive","camp keepalive",2013,"2013","Linux/Unix","linux/unix",10671,"Camp Keepalive","Camp Keepalive",2013,"Twofold Secret","Twofold Secret","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2342","Cling!----2013----iOS","Kameron","Cling!","cling!",2013,"2013","iOS","ios",12832,"Cling!","Cling!",2013,"First5 Games","First5 Games","iOS",NA,NA,NA,NA,NA,FALSE,TRUE,"iOS"
"2343","Super Fighter Special Edition----2013----Windows","Kate","Super Fighter Special Edition","super fighter special edition",2013,"2013","Windows","windows",58845,"Super Fighter Special Edition","Super Fighter Special Edition",2013,"Super Fighter Team","C&E Inc.","Windows",NA,NA,NA,NA,NA,FALSE,TRUE,"Windows"
"2344","Lens----2013----Linux/Unix","Sam","Lens","lens",2013,"2013","Linux/Unix","linux/unix",34860,"Lens","Lens",2013,"Out of Focus Games","Out of Focus Games","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2345","Gravi----2013----MAC","Brian","Gravi","gravi",2013,"2013","ANDR----IPAD----LIN----Linux/Unix----MAC----PC","andr----ipad----lin----linux/unix----mac----pc",26333,"Gravi","Gravi",2013,"Hashbang Games","Hashbang Games","Linux/Unix",16926,"Gravi","Gravi",2013,"ANDR----IPAD----LIN----MAC----PC",FALSE,TRUE,"MAC"
"2346","Finding Teddy----2013----ANDR","Kameron","Finding Teddy","finding teddy",2013,"2013","ANDR----iOS----IPAD----IPHN----LIN----Linux/Unix----MAC----PC","andr----ios----ipad----iphn----lin----linux/unix----mac----pc",22506,"Finding Teddy","Finding Teddy",2013,"LookAtMyGame----Plug In Digital","Storybird Games","iOS----Linux/Unix",14561,"Finding Teddy","Finding Teddy",2013,"ANDR----IPAD----IPHN----LIN----MAC----PC",FALSE,TRUE,"ANDR"
"2347","Smugglers V----2013----Windows","Kate","Smugglers V","smugglers 5",2013,"2013","Windows","windows",55155,"Smugglers V","Smugglers V (Smugglers 5)",2013,"Niels Bauer Games","Niels Bauer Games","Windows",NA,NA,NA,NA,NA,FALSE,TRUE,"Windows"
"2348","Tales of Biblioteca----2013----iOS","Sam","Tales of Biblioteca","tales of biblioteca",2013,"2013","iOS","ios",60179,"Tales of Biblioteca","Tales of Biblioteca (<U+30C6><U+30A4><U+30EB><U+30BA> <U+30AA><U+30D6> <U+30D3><U+30D6><U+30EA><U+30AA><U+30C6><U+30AB>)",2013,"Namco Bandai Games","Namco Bandai Games","iOS",NA,NA,NA,NA,NA,FALSE,TRUE,"iOS"
"2349","Super Brawl 3: Good vs Evil----2013----BROW","Brian","Super Brawl 3: Good vs Evil","super brawl 3: good vs evil",2013,"2013","BROW","brow",NA,NA,NA,NA,NA,NA,NA,37725,"Super Brawl 3: Good vs Evil","Super Brawl 3: Good vs. Evil",2013,"BROW",FALSE,TRUE,"BROW"
"2350","N-Cube----2013----IPAD","Kameron","N-Cube","n-cube",2013,"2013","IPAD----IPHN","ipad----iphn",NA,NA,NA,NA,NA,NA,NA,26348,"N-Cube","N-Cube",2013,"IPAD----IPHN",FALSE,TRUE,"IPAD"
"2351","Rytlock’s Critter Rampage----2013----BROW","Kate","Rytlock’s Critter Rampage","rytlock’s critter rampage",2013,"2013","BROW","brow",NA,NA,NA,NA,NA,NA,NA,33041,"Rytlock’s Critter Rampage","Rytlock’s Critter Rampage",2013,"BROW",FALSE,TRUE,"BROW"
"2352","Little Boy Space----2013----iOS","Sam","Little Boy Space","little boy space",2013,"2013","iOS","ios",35307,"Little Boy Space","Little Boy Space",2013,"Javamovil",NA,"iOS",NA,NA,NA,NA,NA,FALSE,TRUE,"iOS"
"2353","Spate----2013----LIN","Brian","Spate","spate",2013,"2013----2014","LIN----Linux/Unix----MAC----PC","lin----linux/unix----mac----pc",56373,"Spate","Spate",2013,"Spatethegame","Spatethegame","Linux/Unix",36162,"Spate","Spate",2014,"LIN----MAC----PC",FALSE,TRUE,"LIN"
"2354","Snayke----2013----Linux/Unix","Kameron","Snayke","snayke",2013,"2013","Linux/Unix","linux/unix",55226,"Snayke","Snayke",2013,"author","author","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2355","An Experience in StuffLand----2013----Linux/Unix","Kate","An Experience in StuffLand","an experience in stuffland",2013,"2013","Linux/Unix","linux/unix",3662,"An Experience in StuffLand","An Experience in StuffLand",2013,"Skyborne Wings Productions","Skyborne Wings Productions","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2356","Dementium II HD----2013----Windows","Sam","Dementium II HD","dementium 2 hd",2013,"2013","Windows","windows",16629,"Dementium II HD","Dementium II HD (Dementium 2 HD)",2013,"Digital Tribe","Memetic Games----Renegade Kid","Windows",NA,NA,NA,NA,NA,FALSE,TRUE,"Windows"
"2357","Death Road to Canada----2013----IPAD","Brian","Death Road to Canada","death road to canada",2013,"2013","ANDR----IPAD----LIN----MAC----PC","andr----ipad----lin----mac----pc",NA,NA,NA,NA,NA,NA,NA,10160,"Death Road to Canada","Death Road to Canada",2013,"ANDR----IPAD----LIN----MAC----PC",FALSE,TRUE,"IPAD"
"2358","Save the Hamsters----2013----PC","Kameron","Save the Hamsters","save the hamsters",2013,"2013","PC----WP","pc----wp",NA,NA,NA,NA,NA,NA,NA,33463,"Save the Hamsters","Save the Hamsters",2013,"PC----WP",FALSE,TRUE,"PC"
"2359","Nimble Quest Conga-Line----2013----Linux/Unix","Kate","Nimble Quest Conga-Line","nimble quest conga-line",2013,"2013","Linux/Unix","linux/unix",42718,"Nimble Quest Conga-Line","Nimble Quest Conga-Line",2013,"unknown","unknown","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2360","Shady's Stone Smash----2013----ANDR","Sam","Shady's Stone Smash","shady's stone smash",2013,"2013","ANDR","andr",NA,NA,NA,NA,NA,NA,NA,34221,"Shady's Stone Smash","Shady's Stone Smash",2013,"ANDR",FALSE,TRUE,"ANDR"
"2361","Rad Raygun----2013----PC","Brian","Rad Raygun","rad raygun",2013,"2013","PC----XBGS","pc----xbgs",NA,NA,NA,NA,NA,NA,NA,31217,"Rad Raygun","Rad Raygun",2013,"PC----XBGS",FALSE,TRUE,"PC"
"2362","TrAInsported----2013----Linux/Unix","Kameron","TrAInsported","trainsported",2013,"2013","Linux/Unix","linux/unix",65436,"TrAInsported","TrAInsported",2013,"author","author","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2363","Sakura-so no Pet na Kanojo----2013----PSP","Kate","Sakura-so no Pet na Kanojo","sakura-so no pet na kanojo",2013,"2013","PSNV----PSP----VITA","psnv----psp----vita",NA,NA,NA,NA,NA,NA,NA,33193,"Sakura-so no Pet na Kanojo","Sakura-so no Pet na Kanojo",2013,"PSNV----PSP----VITA",FALSE,TRUE,"PSP"
"2364","Babysitter Bloodbath----2013----MAC","Sam","Babysitter Bloodbath","babysitter bloodbath",2013,"2013","MAC----PC","mac----pc",NA,NA,NA,NA,NA,NA,NA,3735,"Babysitter Bloodbath","Babysitter Bloodbath",2013,"MAC----PC",FALSE,TRUE,"MAC"
"2365","Shutter Chance----2013----Linux/Unix","Brian","Shutter Chance","shutter chance",2013,"2013","Linux/Unix","linux/unix",54094,"Shutter Chance","Shutter Chance",2013,"ABABO","ABABO","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2366","Aigilas----2013----Linux/Unix","Kameron","Aigilas","aigilas",2013,"2013","Linux/Unix","linux/unix",2567,"Aigilas","Aigilas",2013,"Simple Path Studios","Simple Path Studios","Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2367","Euro Truck Simulator 2: Going East!----2013----Linux/Unix","Kate","Euro Truck Simulator 2: Going East!","euro truck simulator 2: going east!",2013,"2013","Linux/Unix","linux/unix",20878,"Euro Truck Simulator 2: Going East!","Euro Truck Simulator 2: Going East!",2013,"SCS Software",NA,"Linux/Unix",NA,NA,NA,NA,NA,FALSE,TRUE,"Linux/Unix"
"2368","Tales of Symphonia Chronicles----2013----PS3","Sam","Tales of Symphonia Chronicles","tales of symphonia chronicles",2013,"2013","PS3----PS3N","ps3----ps3n",60214,"Tales of Symphonia Chronicles","Tales of Symphonia Chronicles (Tales of Symphonia: Unisonant Pack;<U+30C6><U+30A4><U+30EB><U+30BA> <U+30AA><U+30D6> <U+30B7><U+30F3><U+30D5><U+30A9><U+30CB><U+30A2> <U+30E6><U+30CB><U+30BE><U+30CA><U+30F3><U+30C8><U+30D1><U+30C3><U+30AF>)",2013,"Namco Bandai Games","Namco Bandai Games","PS3",38760,"Tales of Symphonia Chronicles","Tales of Symphonia Chronicles",2013,"PS3----PS3N",FALSE,TRUE,"PS3"
"2369","Kingdom Rush Frontiers----2013----IPAD","Brian","Kingdom Rush Frontiers","kingdom rush frontiers",2013,"2013","ANDR----BROW----iOS----IPAD----IPHN","andr----brow----ios----ipad----iphn",33088,"Kingdom Rush Frontiers","Kingdom Rush Frontiers",2013,"Ironhide Game Studio","Ironhide Game Studio","iOS",21308,"Kingdom Rush Frontiers","Kingdom Rush Frontiers",2013,"ANDR----BROW----IPAD----IPHN",FALSE,TRUE,"IPAD"
"2370","Book of Potions----2013----PS3","Kameron","Book of Potions","book of potions",2013,"2013","PS3","ps3",9184,"Book of Potions","Book of Potions (Wonderbook: Book of Potions)",2013,"Sony Computer Entertainment","SCE London Studio","PS3",NA,NA,NA,NA,NA,FALSE,TRUE,"PS3"
"2371","World Hunter----2013----PC","Kate","World Hunter","world hunter",2013,"2013","PC----PS3N","pc----ps3n",NA,NA,NA,NA,NA,NA,NA,45228,"World Hunter","World Hunter",2013,"PC----PS3N",FALSE,TRUE,"PC"
"2372","Cytus Lambda----2013----PSNV","Sam","Cytus Lambda","cytus lambda",2013,"2013","PSNV","psnv",NA,NA,NA,NA,NA,NA,NA,9425,"Cytus Lambda","Cytus Lambda",2013,"PSNV",FALSE,TRUE,"PSNV"
"2373","Plants vs Zombies Adventures----2013----BROW","Brian","Plants vs Zombies Adventures","plants vs zombies adventures",2013,"2013","BROW","brow",NA,NA,NA,NA,NA,NA,NA,29577,"Plants vs Zombies Adventures","Plants vs. Zombies Adventures",2013,"BROW",FALSE,TRUE,"BROW"
"2374","Jesus Pang----2013----ANDR","Kameron","Jesus Pang","jesus pang",2013,"2013","ANDR----IPAD----IPHN","andr----ipad----iphn",NA,NA,NA,NA,NA,NA,NA,20154,"Jesus Pang","Jesus Pang",2013,"ANDR----IPAD----IPHN",FALSE,TRUE,"ANDR"
